7	0
11	1
13	2
17	3
19	4
23	5
37	6
41	7
47	8
59	9
61	10
67	11
73	12
83	13
89	14
101	15
103	16
107	17
109	18
137	19
139	20
149	21
151	22
167	23
173	24
179	25
181	26
191	27
193	28
223	29
227	30
241	31
257	32
263	33
269	34
277	35
283	36
293	37
307	38
311	39
331	40
349	41
353	42
359	43
367	44
373	45
389	46
397	47
401	48
409	49
419	50
431	51
433	52
457	53
467	54
479	55
487	56
503	57
509	58
523	59
541	60
557	61
563	62
569	63
571	64
587	65
593	66
601	67
619	68
643	69
653	70
661	71
683	72
719	73
733	74
739	75
769	76
773	77
787	78
797	79
821	80
829	81
839	82
857	83
863	84
877	85
881	86
887	87
907	88
919	89
929	90
941	91
971	92
997	93
1013	94
1019	95
1033	96
1039	97
1061	98
1063	99
1091	100
1097	101
1103	102
1123	103
1187	104
1193	105
1201	106
1213	107
1217	108
1229	109
1231	110
1237	111
1277	112
1283	113
1291	114
1319	115
1361	116
1381	117
1399	118
1409	119
1433	120
1453	121
1459	122
1481	123
1489	124
1493	125
1511	126
1523	127
1531	128
1567	129
1579	130
1607	131
1609	132
1619	133
1657	134
1663	135
1669	136
1693	137
1697	138
1699	139
1721	140
1733	141
1741	142
1777	143
1783	144
1787	145
1789	146
1811	147
1823	148
1861	149
1889	150
1907	151
1913	152
1949	153
1973	154
1979	155
1993	156
1997	157
1999	158
2039	159
2053	160
2063	161
2089	162
2113	163
2131	164
2153	165
2161	166
2179	167
2203	168
2207	169
2221	170
2243	171
2251	172
2267	173
2281	174
2287	175
2293	176
2309	177
2333	178
2347	179
2351	180
2357	181
2377	182
2383	183
2441	184
2459	185
2467	186
2503	187
2531	188
2543	189
2557	190
2593	191
2609	192
2617	193
2621	194
2659	195
2663	196
2677	197
2687	198
2699	199
2707	200
2711	201
2713	202
2729	203
2753	204
2767	205
2789	206
2797	207
2819	208
2837	209
2879	210
2909	211
2971	212
2999	213
3019	214
3079	215
3119	216
3163	217
3167	218
3169	219
3181	220
3209	221
3217	222
3229	223
3253	224
3257	225
3271	226
3299	227
3301	228
3323	229
3343	230
3359	231
3371	232
3373	233
3449	234
3457	235
3467	236
3469	237
3491	238
3517	239
3527	240
3533	241
3541	242
3547	243
3581	244
3583	245
3607	246
3637	247
3643	248
3671	249
3677	250
3733	251
3761	252
3821	253
3833	254
3853	255
3877	256
3911	257
3917	258
3923	259
3929	260
3931	261
3967	262
3989	263
4001	264
4003	265
4021	266
4049	267
4111	268
4127	269
4129	270
4139	271
4153	272
4259	273
4273	274
4283	275
4357	276
4373	277
4391	278
4423	279
4457	280
4493	281
4507	282
4513	283
4547	284
4549	285
4561	286
4567	287
4583	288
4639	289
4643	290
4703	291
4723	292
4787	293
4799	294
4813	295
4861	296
4877	297
4903	298
4909	299
4919	300
4931	301
4933	302
4969	303
4987	304
5009	305
5011	306
5023	307
5077	308
5081	309
5099	310
5107	311
5119	312
5147	313
5171	314
5189	315
5233	316
5261	317
5297	318
5303	319
5309	320
5323	321
5347	322
5351	323
5381	324
5387	325
5393	326
5413	327
5417	328
5431	329
5437	330
5441	331
5479	332
5483	333
5501	334
5557	335
5563	336
5569	337
5647	338
5651	339
5653	340
5659	341
5689	342
5693	343
5701	344
5711	345
5717	346
5737	347
5749	348
5779	349
5791	350
5807	351
5813	352
5849	353
5897	354
5939	355
5953	356
6011	357
6043	358
6053	359
6073	360
6113	361
6121	362
6131	363
6173	364
6197	365
6211	366
6221	367
6247	368
6263	369
6269	370
6271	371
6277	372
6299	373
6337	374
6359	375
6361	376
6379	377
6473	378
6481	379
6491	380
6529	381
6547	382
6563	383
6569	384
6571	385
6599	386
6619	387
6673	388
6689	389
6691	390
6701	391
6703	392
6733	393
6737	394
6779	395
6781	396
6793	397
6827	398
6857	399
6869	400
6871	401
6907	402
6911	403
6949	404
6967	405
7013	406
7019	407
7039	408
7069	409
7103	410
7121	411
7129	412
7193	413
7207	414
7219	415
7243	416
7321	417
7369	418
7417	419
7433	420
7451	421
7457	422
7459	423
7487	424
7499	425
7517	426
7549	427
7559	428
7583	429
7591	430
7669	431
7699	432
7703	433
7727	434
7789	435
7793	436
7817	437
7829	438
7873	439
7919	440
7927	441
7949	442
7963	443
8011	444
8081	445
8089	446
8101	447
8147	448
8179	449
8221	450
8263	451
8273	452
8287	453
8297	454
8329	455
8353	456
8377	457
8423	458
8431	459
8447	460
8537	461
8539	462
8573	463
8599	464
8609	465
8623	466
8629	467
8641	468
8647	469
8663	470
8689	471
8693	472
8713	473
8731	474
8741	475
8747	476
8803	477
8839	478
8861	479
8923	480
8951	481
8969	482
9001	483
9013	484
9043	485
9067	486
9091	487
9109	488
9137	489
9151	490
9187	491
9203	492
9221	493
9281	494
9323	495
9341	496
9343	497
9349	498
9371	499
9377	500
9421	501
9431	502
9461	503
9497	504
9511	505
9533	506
9539	507
9587	508
9629	509
9631	510
9643	511
9649	512
9677	513
9679	514
9697	515
9721	516
9739	517
9743	518
9749	519
9767	520
9769	521
9781	522
9811	523
9817	524
9833	525
9839	526
9851	527
9859	528
9883	529
9949	530
10009	531
10061	532
10069	533
10079	534
10091	535
10103	536
10133	537
10163	538
10169	539
10177	540
10181	541
10211	542
10223	543
10243	544
10247	545
10253	546
10267	547
10301	548
10337	549
10343	550
10369	551
10477	552
10499	553
10567	554
10597	555
10601	556
10639	557
10663	558
10691	559
10709	560
10771	561
10799	562
10847	563
10859	564
10867	565
10883	566
10889	567
10903	568
10937	569
10957	570
10979	571
10993	572
11003	573
11027	574
11059	575
11069	576
11071	577
11083	578
11087	579
11149	580
11161	581
11171	582
11197	583
11239	584
11261	585
11279	586
11321	587
11353	588
11393	589
11399	590
11437	591
11489	592
11497	593
11503	594
11527	595
11587	596
11689	597
11699	598
11717	599
11731	600
11743	601
11777	602
11807	603
11813	604
11833	605
11863	606
11897	607
11953	608
11959	609
11981	610
12007	611
12011	612
12071	613
12073	614
12107	615
12113	616
12149	617
12161	618
12163	619
12211	620
12239	621
12253	622
12289	623
12301	624
12323	625
12343	626
12347	627
12401	628
12413	629
12421	630
12437	631
12451	632
12457	633
12479	634
12487	635
12511	636
12547	637
12569	638
12613	639
12653	640
12739	641
12763	642
12799	643
12809	644
12821	645
12829	646
12889	647
12893	648
12911	649
12917	650
12919	651
12953	652
12959	653
12973	654
13003	655
13009	656
13037	657
13093	658
13127	659
13151	660
13159	661
13177	662
13219	663
13241	664
13249	665
13291	666
13309	667
13327	668
13331	669
13367	670
13397	671
13463	672
13477	673
13487	674
13523	675
13537	676
13591	677
13597	678
13619	679
13633	680
13669	681
13691	682
13709	683
13751	684
13789	685
13831	686
13841	687
13873	688
13877	689
13907	690
13921	691
13967	692
13997	693
